"term","odds_ratio","conf_low","conf_high","estimate_log_odds","std_error","z_value","p_value"
"(Intercept)",0.778836659373748,0.148605663187546,4.08185347027404,-0.249953934976944,0.845155664371495,-0.295748991001349,0.767421780423524
"pharmacy_management_arrangementFacility manager",11.5630626973095,0.578353779424103,231.181023966068,2.44781576736766,1.52825780091367,1.60170343374281,0.109221205500802
"countryGTM",8.52839451654839,0.946245936274994,76.8653372676204,2.14340112767481,1.12176219207754,1.91074466835538,0.0560374014631102
"countryHND",0.685927017550419,0.0239333615536212,19.6585787730443,-0.376984045326368,1.71198870772946,-0.220202413499764,0.825713517059258
"countryMEX",5.94930737171009,0.883367373945201,40.0674274905693,1.78327480466564,0.973106590579792,1.83255855209359,0.0668682467689342
"countryNIC",5.36646821242343,0.838946393937473,34.3275580931785,1.68017000358703,0.946825750483245,1.77452926552695,0.075975645705269
"countryPAN",0.115888967084269,0.00311129670499876,4.31660942856434,-2.1551227265734,1.84571069702596,-1.16763842244941,0.24295264488561
"countrySLV",6.28836208097825,0.886779918260057,44.59223404503,1.83870063632185,0.999417899485629,1.83977156829808,0.0658017812533011
"facility_complexityHigher-complexity",1.97725215195962,0.620615342763419,6.29943509778695,0.681708078776702,0.591199940603323,1.15309226533584,0.248872516008208
